yes,staple,not_vegan,gluten,sweetener,cuisine,flavor,season,flavoring_sweet,flavoring_fresh,flavoring_wet,flavoring_concentrate,flavoring,flavoring_dry,protein,protein_cheese_sub,protein_milk_sub,protein_meat_sub,protein_bean,veg,veg_leafy,grain,grain_flour,fat_oil,oil,fat,fruit,fruit_berry,meal,salad,salad_green,salad_extra,salad_dressing,salad_dressing_oil,salad_dressing_salt,salad_dressing_pepper,salad_dressing_garlic,salad_dressing_vinegar,method,protein_nut_seed,protein_nut,protein_seed,salad_extra_tomato,salad_extra_olive,salad_extra_cheese,salad_extra_crouton,salad_extra_egg,salad_extra_other,redirect,salad_basic,salad_starter,salad_umbrella,umbrella_that_pairs,useful_umbrella,salad_allium,name,pairs_with,phonetic,flavor,techniques,dishes,volume,tip,possible_substitutes,flavor_affinities,nutritional_profile,calories,season,botanical_relatives,protein,what_they_are,brands,vegan_substitutes,vegan_brands
y,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIQUID SMOKE,"baked beans

beans, e.g., black, navy, red

cabbage

casseroles

chili, vegetarian

dips

eggs

gravies

greens, e.g., collard, mustard

mushrooms

oil, olive

potatoes

sauces, e.g., barbecue

seitan

soups, e.g., bean, split pea

soy sauce

stews

stock, vegetable

tempeh, e.g., tempeh bacon or

sausage

tofu

veggie burgers",,Flavor: notes of meat and/or smoke,,,Volume: moderate–loud,,,"Flavor Affinities


liquid smoke + olive oil + soy sauce + vegetable stock",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOTUS ROOT,"avocado

bean sprouts

beans, e.g., long

bell peppers

broccoli

cherries

chiles, e.g., jalapeño, and chili pepper flakes

Chinese cuisine

chips

cilantro

citrus

cloves

compotes, e.g., fruit

cucumbers

curries

fennel seeds

garlic

ginger

Indian cuisine

Japanese cuisine

leeks

LEMON, e.g., juice

lemongrass

lettuce, e.g., butter

lime, e.g., juice

lychees

macrobiotic cuisine

mangoes

miso

mushrooms, esp. Asian

noodles, Asian, e.g., rice

oil, e.g., olive, vegetable

okra

onions, e.g., spring

orange

pickles

pumpkin

radishes

rice, e.g., sweet

rice, fried

saffron

salads

salt, sea

sesame oil

snow peas

SOUPS, e.g., Asian

Southeast Asian cuisine

soy sauce

stews

STIR-FRIES

stock, vegetable

sugar

sugar snap peas

sunchokes

tamari

tempura

tofu

turmeric

vegetables, root

vinegar, e.g., rice, white wine

water chestnuts

watercress

wine, rice",,"Flavor: slightly sweet, with earthy notes of artichoke, jícama, or water chestnut, and a crunchy texture (similar to water chestnuts)","Techniques: bake, boil, candy, fry, grate, pickle, raw, roast, simmer, steam, stew, stir-fry",,Volume: quiet,,,"Flavor Affinities


lotus root + ginger + lemon

lotus root + lemongrass + lime",Nutritional profile: 89% carbs / 10% protein / 1% fat,Calories: 60 per 10-slice serving (raw),Season: summer–winter,,Protein: 2 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOVAGE,"apples

baked goods, e.g., breads, pastries

beans, e.g., dried, green

bell peppers

British cuisine

bruschetta

butter

caraway seeds

carrots

casseroles

celery

chard

cheese, e.g., cream, Parmesan

chervil

chiles

chives

corn

cucumbers

dill

eggs, e.g., frittatas, hard-boiled

fennel

French cuisine

garlic and garlic scapes

greens

Italian cuisine

leeks

lemon, e.g., juice

lettuce

marjoram

mint

mushrooms

mustard

nettles, stinging

oil, olive

onions, e.g., sweet

oregano

parsley

pesto

pine nuts

POTATOES, e.g., mashed

radishes

rice

SALADS, e.g., carrot, egg, green

sandwiches, e.g., tea

sauces, e.g., tomato

sorrel

SOUPS, e.g., lentil, tomato

spinach

stews

stock, vegetable

stuffings

sugar snap peas

“tabbouleh”

tarragon

thyme

tomatoes and tomato juice

turnips

vegetables, esp. root

vinegar

zucchini",,"Flavor: sour, with musky notes of anise, basil, celery, lemon, parsley, pine, and/or yeast",,,Volume: moderate–loud,Tips: Serve its hollow stem as a straw in a Bloody Mary or in tomato soup. Its seeds can be used like celery seeds.,,"Flavor Affinities


lovage + garlic + oregano + tomato

lovage + potatoes + soups + turnips",,,Season: spring–autumn,,,,,,
y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,LUNCH and DINNER,"burritos, e.g., with beans, rice, and vegetables on whole-grain tortillas

casseroles, e.g., chilaquiles (baked tortilla chip casserole)

chili, vegetarian

crepes, vegetable, e.g., asparagus

Crock-Pot dishes

curries, e.g., Indian, Thai

eggs, e.g., frittatas, quiches

enchiladas

fajitas

falafel, e.g., on whole-grain pita, with cucumber, hummus, tomato

farrottos (farro made in the style of risotto), e.g., with vegetables

kebabs, e.g., mushrooms and vegetables

lasagna, e.g., with spinach, other vegetables, [tofu] ricotta, and tomato sauce

lettuce wraps, e.g., around grains, vegetables

mushrooms, e.g., portobello “steaks,” with mashed potatoes and gravy

noodles, e.g., Asian, with sesame sauce and vegetables

pastas, e.g., whole-grain, with creamy (e.g., cashew-based) sauce or tomato sauce, and vegetables

pilafs, e.g., wild rice

pizzas, e.g., whole-grain, with tomato sauce and vegetables (and optional cheese)

polentas, e.g., with mushrooms and/ or vegetables (and optional cheese)

risottos, e.g., with vegetables (and optional cheese)

salads, e.g., bean, “Caesar,” chickpea, fruit, grain, green, pasta, potato, spinach, tofu (e.g., “tuna”), vegetable

sandwiches, e.g., on whole-grain bread, pita, or tortilla; with cheese, nut butter, or tofu and/ or fruits (e.g., apples, bananas) or vegetables (e.g., avocado, bell peppers, onions, tomatoes); or a classic veg “Reuben”

seitan, e.g., with a sauce, a starch (e.g., grains, potatoes), and vegetables

soups, e.g., legume (e.g., bean, lentil, pea), mushroom, or vegetable

spaghetti and “wheatballs,” with tomato sauce

spaghetti squash “pasta,” e.g., with tomato sauce

stews, e.g., grain, legume, vegetable

stir-fries, e.g., with brown rice, tofu, and/or vegetables

stuffed (e.g., with grains) vegetables, e.g., bell peppers, cabbage, eggplant, mushrooms, squash, tomatoes, zucchini

sushi, e.g., nori rolls

tacos, e.g., whole-grain tortillas with beans, rice, salsa, vegetables

tempeh, e.g., with a sauce and vegetables

tofu, e.g., grilled, with a sauce, rice, and vegetables

tostadas

vegetables, e.g., steamed

veggie burgers

wheat berry “risotto,” e.g., with vegetables (and optional cheese)

wraps",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCHEES,"almonds

bell peppers

BERRIES, e.g., blackberries, blueberries, raspberries, strawberries

cheese, cream

cherries

chiles, e.g., jalapeño, serrano

Chinese cuisine

chocolate, white

cilantro

coconut and coconut milk

cream

desserts, e.g., fruit tarts

drinks, e.g., cocktails

garlic

gin

ginger

grapefruit

honey

ice cream

jícama

kiwi

lemon, e.g., juice

lemongrass

LIME, e.g., juice

mango

melon, e.g., honeydew

mint

nectarines

nuts

onions, e.g., green or red

oranges, e.g., mandarins, tangerines

passion fruit

peaches

pears, e.g., Asian

pineapple

plums

puddings, e.g., bread, rice

rice

rose water

rum

sake

salads, fruit

salsas, fruit

sugar, e.g., brown, palm

vanilla

vodka

wine, e.g., plum, sparkling

yogurt",,"Flavor: sweet; aromatic, with notes of cherries and/or grapes, and a juicy, jelly-like texture",,,Volume: quiet–moderate,"Tip: Do not eat the seeds, which are toxic.",,"Flavor Affinities


lychees + coconut milk + rice

lychees + ginger + kiwi

lychees + ginger + lime

lychees + honey + lime",Nutritional profile: 90% carbs / 6% fats / 4% protein,Calories: 125 per 1-cup serving (raw),Season: summer,,Protein: 2 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MACA, MACA POWDER, or MACA ROOT","baked goods, e.g., breads, cookies, muffins

bananas

berries, e.g., goji, raspberries, strawberries

candy, e.g., chocolate truffles

cereals, hot breakfast, e.g., oatmeal

chia seeds

chocolate and cacao nibs

cinnamon

coconut and coconut water

coffee, espresso

dates

desserts, e.g., puddings

drinks, e.g., coffee-based

fruit, esp. tropical, e.g., mango, pineapple

maple syrup

milk, e.g., almond, coconut, hemp, rice

nuts, nut butters, and nut milks, e.g., almonds, macadamias

orange, e.g., juice

pancakes and waffles

smoothies

vanilla",,"Flavor: notes of butterscotch, malt, and/or nuts",,"Dishes


I Am Free: Chia Seed Porridge with Hempseed Milk, Lucuma, Maca, Cinnamon, Maple Syrup, Goji Berries, and Seasonal Fruit

—Café Gratitude (Los Angeles)



Malted Chai Smoothie: Banana.Dates. Coconut Meat. Coconut Water. Cinnamon. Maca.

—M.A.K.E. (Santa Monica, CA)



Maca Magic Smoothie: Mango, Strawberry, Pineapple, Banana, Raspberry, Orange Juice, Coconut Milk, Maca Powder, Goji Berry

—Pomegranate Café (Phoenix)",Volume: quiet–moderate,Tip: Use it to enhance the creaminess of smoothies.,,"Flavor Affinities


maca + almond butter + cacao

maca + almond butter + coconut milk + dates + vanilla",,,,,,,,,
y,,optional,sometimes,,,,,,,,,,,y,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACARONI AND CHEESE,,,,,"Dishes


Macaroni and Cheese

(Its creaminess is said to come from soy milk and tofu.)

—Woodland’s Vegan Bistro, fka Everlasting Life Café (Washington, DC)



Mac & Shews

(calls for cashews + garlic + nutritional yeast + olive oil + sauerkraut)

—Isa Chandra Moskowitz



Spicy Cajun Mac ’n’ Yease, Our Famous Vegan Mac and Cheese

(Its secret recipe is said to include chili pepper flakes + mustard + nutritional yeast + soy milk.)

—Plum Bistro (Seattle)",,"Tip: Many of the best vegan versions of mac-n-cheese incorporate whole-grain macaroni and some combination of chili pepper flakes + cornstarch + Dijon mustard + garlic + milk (e.g., soy) + nutritional yeast + oil (e.g., canola, soy) + paprika + parsley + salt (e.g., sea) + tamari + tofu",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACE,"apples

baked goods, e.g., cakes, cookies, muffins, pies

carrots

cheese and cheese dishes, esp. creamy

cherries

chocolate

chocolate, hot

chutneys

cream and milk

custards

doughnuts

drinks, e.g., eggnog, hot chocolate

fruits, e.g., dried, fresh

hot dogs, vegetarian

ice cream

lemon

maple syrup

nutmeg

nuts

oats

orange

puddings

pumpkin

purees, vegetable

raisins

rhubarb

salads, fruit

sauces, e.g., béchamel, cream, onion

soups, e.g., clear, cream

stuffings

sugar

sweet potatoes

vanilla

vegetables

walnuts

wine, e.g., mulled wine",,"Flavor: bitter/sweet; aromatic; with pungent notes of cloves, nutmeg, and/or pine",,,"Volume: moderate–loud (and quieter than nutmeg, though similar in flavor)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAMEY (aka MAMEY APPLE or MAMEY SAPOTE),"baked goods, e.g., breads, cakes, muffins, pies, tarts

beverages

buttermilk

Central American cuisines

citrus, e.g., kumquats, oranges

cloves

coulis

cream, e.g., whipped

Cuban cuisine

desserts, e.g., custards, mousses, puddings

ginger

greens, salad

honey

ice creams and sorbets

Mexican cuisine

milk and milkshakes

nutmeg

sake, e.g., dry

salads, e.g., fruit

smoothies

sugar, e.g., brown

vanilla

West Indies cuisine",[MAH-may / MAH-may sah-POH-tay],"Flavor: sweet, with notes of almonds, amaretto, apricot, banana, caramel, honey, maraschino cherry, melon, nutmeg, pear, persimmon, pumpkin, sweet potato, and/or vanilla, and a soft, creamy, melting texture","Techniques: raw, stew",,Volume: moderate,Tips: Store at room temperature until fruit softens. Serve chilled for optimal flavor.,Possible substitute: mangoes,,Nutritional profile: 89% carbs / 8% fats / 3% protein,Calories: 215 per mamey half serving,Season: spring–autumn,,Protein: 2 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MANGOES, GREEN (see also MANGOES)","Caribbean cuisines

chiles, e.g., green, Thai

chutneys

cilantro

curries

Filipino cuisine

ginger

lime, e.g., juice

mint

oil, e.g., sesame

onions, e.g., red

pickles

relishes

salads

sesame seeds

sugar, e.g., brown, palm

Thai cuisine",,,,,,,,,,,,,,What they are: unripe mangoes,,,
y,y,,,y,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE SYRUP,"allspice

apples

artichokes, Jerusalem

baked goods

bananas

beans, dried

berries, e.g., blueberries, raspberries, strawberries

bourbon

breakfast dishes, e.g., French toast, pancakes, waffles

Brussels sprouts

butter

buttermilk

cardamom

carrots

chiles, e.g., jalapeño

cinnamon

citrus

cloves

cookies

corn

cornmeal

cranberries

figs

ginger

glazes

granola

lemon

mascarpone

miso

mustard, e.g., Dijon

nutmeg

NUTS, e.g., ALMONDS, cashews, hazelnuts, macadamias, PECANS, walnuts

oats and oatmeal

oranges

pancakes

peaches

pears

pies, e.g., maple, pumpkin

poppy seeds

porridges

pumpkin

pumpkin seeds

raisins

rice

rum

rutabagas

seeds, sesame, e.g., black, white

squash, winter

sugar, e.g., brown

sweet potatoes

turnips

vanilla

waffles",,"Flavor: SWEET/bitter, with notes of caramel and/or honey, and a syrupy texture",,"Dishes


Homestyle Quinoa Pancakes, Seasonal Fruit, Strawberry Butter, Gingered Maple Syrup

—Candle 79 (New York City)



Jalapeño Hush Puppies served with Maple Butter

—Dirt Candy (New York City)



Maple Harvest Salad: Arugula, Raisins, Walnuts, and Green Apple, served with Creamy Maple Vinaigrette

—Root (Allston, MA)",Volume: moderate–loud,"Tip: Grade-B syrup is darker in color, less refined, and richer in flavor and minerals.",,"Flavor Affinities


maple syrup + acorn squash + butter + mustard

maple syrup + almonds + dried cranberries + oats + pumpkin seeds

maple syrup + blueberries + lemon

maple syrup + butternut squash + garlic

maple syrup + cinnamon + pecans + vanilla

maple syrup + mustard + pecans + seitan

maple syrup + pears + pecans

maple syrup + pecans + sweet potatoes",Nutritional profile: 99% carbs / 1% fat,Calories: 50 per 1-tablespoon serving,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARJORAM,"artichokes

basil

bay leaf

BEANS, e.g., dried, green, lima

beets

bell peppers

bouquets garnis

butter

cabbage

capers

carrots

cauliflower

cheese, e.g., cottage, cream, Fontina, fresh, goat, mozzarella, Parmesan

chiles, e.g., dried

corn

cumin

eggplant

eggs, e.g., frittatas, hard-boiled, omelets

European cuisines

fennel seeds

fiddlehead ferns

fines herbes

French cuisine

garlic

Greek cuisine

greens, e.g., beet

grilled dishes

Italian cuisine

lemon

marinades

MEDITERRANEAN CUISINES

mushrooms, e.g., wild

nuts

oil, e.g., olive

olives, e.g., green

onions

orange, e.g., juice

oregano

paprika

parsley

parsnips

pastas

pine nuts

pizzas

Portuguese cuisine

potatoes, e.g., new

ratatouille

rice

risotto

rosemary

salad dressings

salads, e.g., bean, green, pasta, tomato

sauces, e.g., barbecue, butter, marjoram, mushroom, pasta, tomato

soups, e.g., bean, onion, tomato, vegetable

spreads

squash, e.g., summer (esp. zucchini), winter (esp. butternut)

stews

stuffings

sugar snap peas

tarragon

thyme

TOMATOES and tomato sauces

vinegar, e.g., red wine

walnuts

wine",,"Flavor: bitter/sweet; aromatic, with floral, pungent, and/or spicy notes of basil, oregano, and/or thyme",,,Volume: quiet (regular)–moderate/loud (wild),Tip: Add marjoram at the end of the cooking process.,Possible substitute: oregano,"Flavor Affinities


marjoram + capers + green olives + parsley + pine nuts

marjoram + chiles + orange",,,Season: summer–winter,"Botanical relatives: basil, lavender, mint, oregano (which is louder), rosemary, sage, summer savory, thyme",,,,,
